Time,V1,V2,V4,V11,Amount
14271.0,-1.03209778876909,-0.726162226748818,-1.42151750712271,1.94055518666114,109.0
1751.0,-0.490136951658663,0.574185711597463,-0.626530371680959,-0.129326556481569,39.0
13562.0,-1.558455911027,1.88188727499006,1.01657954385245,1.36506403924879,40.0
5418.0,0.948269237355447,-0.486023788042516,1.49412392561453,0.0182237880238069,121.0
241.0,1.18157196871777,0.241407903118498,0.885832028186504,1.13163183445497,12.31
13459.0,1.03173294576152,-0.149405810573011,1.61175557934039,1.7328355677521,9.0
11758.0,-1.13226624269631,-0.0195288777785097,-2.70587333607656,1.94811072825934,42.0
10983.0,1.18170153151803,-0.183378566254345,0.157758936511253,1.92592700375702,39.0
1673.0,0.994575342595185,-0.63619944637986,0.339040928322137,-0.263346833103733,86.61
11000.0,1.2263700998224,-0.13484807064246,0.141072668719744,1.86201064768004,15.95
14505.0,1.15087815768636,-0.105431667005191,0.198718904684702,2.63510132304328,11.99
10202.0,-3.52650865945638,-3.21200727287534,-2.47778932634461,-0.718405135732896,792.91
13131.0,1.15982910728107,0.0420284983063044,1.69727362612517,-0.218085495427126,12.79
2722.0,-1.34658804997271,0.73804958516421,0.582267612256469,1.22806401309049,119.21
3224.0,-1.36214556882137,-0.0143672146223221,2.62126564058655,1.17791924617483,0.0
9164.0,1.32257186945366,0.047363099997323,-0.283265762194453,1.4134314012581,8.91
8154.0,1.03743655647326,0.198013446435788,3.04605936132994,0.173175855191774,9.89
44.0,-0.899992449383227,0.136254782203579,-0.208996095601994,1.25459880723608,21.55
6609.0,-0.662450814284603,1.42450095291634,1.20036387472777,-0.906551812981093,26.62
7991.0,1.19763445374495,0.309596690947662,0.66030715593783,2.384014877438,0.89
3136.0,1.2161984121875,0.0860135203509317,0.71462880780327,-0.213561380285995,0.0
3273.0,-1.32177979648551,-0.900294900882974,-0.694126549899186,0.582580059538542,406.82
1718.0,1.46049789694484,-0.615961359693008,-0.965650610517491,-1.33415531344708,19.0
12615.0,1.17460470887231,0.571677108356643,2.50786653388916,-0.1188890738253,26.97
1594.0,-2.02757693265363,1.86959408114632,-2.32077651881752,1.58797650475837,80.0
7046.0,1.08231657935092,0.278424445435514,0.942311781598468,1.30068908959354,89.95
1658.0,-0.395424282966033,-0.184989259792057,-2.60807875241474,-0.0094916196105016,15.0
679.0,1.19481237472078,-0.0881612197826074,0.872865025709538,-0.919379851766411,25.39
